Grupo de descuento;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;8
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;18
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;8
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;25
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;64
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;USO LIBRE;HOMBRE;411
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;USO LIBRE;HOMBRE;460
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;USO LIBRE;MUJER;415
DIVERSIDAD FUNCIONAL;1;Centro Integrado Arganzuela;ARGANZUELA                                        ;USO LIBRE;MUJER;429
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;10
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;USO LIBRE;HOMBRE;306
DIVERSIDAD FUNCIONAL;1;La Fundi;ARGANZUELA                                        ;USO LIBRE;MUJER;236
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;22
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;13
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;49
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;USO LIBRE;HOMBRE;392
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;USO LIBRE;HOMBRE;433
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;USO LIBRE;MUJER;115
DIVERSIDAD FUNCIONAL;1;Marqués de Samaranch;ARGANZUELA                                        ;USO LIBRE;MUJER;275
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;19
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;12
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;22
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;18
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;9
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;18
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;8
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;31
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;USO LIBRE;HOMBRE;395
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;USO LIBRE;HOMBRE;140
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;USO LIBRE;MUJER;115
DIVERSIDAD FUNCIONAL;1;Barajas;BARAJAS                                           ;USO LIBRE;MUJER;123
DIVERSIDAD FUNCIONAL;1;Antiguo Canódromo;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Antiguo Canódromo;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Antiguo Canódromo;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
DIVERSIDAD FUNCIONAL;1;Antiguo Canódromo;CARABANCHEL                                       ;USO LIBRE;HOMBRE;107
DIVERSIDAD FUNCIONAL;1;Antiguo Canódromo;CARABANCHEL                                       ;USO LIBRE;MUJER;61
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;13
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;9
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;24
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;35
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;HOMBRE;548
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;HOMBRE;264
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;MUJER;193
DIVERSIDAD FUNCIONAL;1;Blanca Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;MUJER;326
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;36
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;21
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;7
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;63
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;13
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;10
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;HOMBRE;1250
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;HOMBRE;910
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;MUJER;337
DIVERSIDAD FUNCIONAL;1;Francisco Fernández Ochoa;CARABANCHEL                                       ;USO LIBRE;MUJER;366
DIVERSIDAD FUNCIONAL;1;Dirección General de Deporte;CENTRO;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Dirección General de Deporte;CENTRO;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;15
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;12
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;16
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;MUJER;1
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;USO LIBRE;HOMBRE;443
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;USO LIBRE;HOMBRE;115
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;USO LIBRE;MUJER;131
DIVERSIDAD FUNCIONAL;1;Pradillo;CHAMARTIN                                         ;USO LIBRE;MUJER;141
DIVERSIDAD FUNCIONAL;1;Estadio Vallehermoso;CHAMBERI                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Estadio Vallehermoso;CHAMBERI                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;12
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;39
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;238
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;205
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;131
DIVERSIDAD FUNCIONAL;1;Concepción;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;134
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;21
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;12
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;20
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;31
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;610
DIVERSIDAD FUNCIONAL;1;La Almudena;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;432
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;9
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;17
DIVERSIDAD FUNCIONAL;1;Pueblo Nuevo;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;9
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;8
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;69
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;HOMBRE;172
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;64
DIVERSIDAD FUNCIONAL;1;San Juan Bautista;CIUDAD LINEAL                                     ;USO LIBRE;MUJER;154
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;21
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;11
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;11
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;29
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;MUJER;1
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;USO LIBRE;HOMBRE;1
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;USO LIBRE;HOMBRE;477
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;USO LIBRE;HOMBRE;741
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;USO LIBRE;MUJER;196
DIVERSIDAD FUNCIONAL;1;La Masó - Luis de la Fuente;FUENCARRAL-ELPARDO                                ;USO LIBRE;MUJER;474
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;7
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;6
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;36
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;USO LIBRE;HOMBRE;74
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;USO LIBRE;HOMBRE;221
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;USO LIBRE;MUJER;96
DIVERSIDAD FUNCIONAL;1;María Jesús Rosa;FUENCARRAL-ELPARDO                                ;USO LIBRE;MUJER;141
DIVERSIDAD FUNCIONAL;1;Vicente del Bosque;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
DIVERSIDAD FUNCIONAL;1;Vicente del Bosque;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;8
