Grupo de descuento;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;HOMBRE;714
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;HOMBRE;89
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;HOMBRE;26
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;HOMBRE;1124
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;MUJER;194
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;MUJER;17
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;MUJER;40
EDAD MAYOR;1;Moratalaz;MORATALAZ                                         ;USO LIBRE;MUJER;705
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;3
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;4
EDAD MAYOR;1;Ángel Nieto;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;3
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;8
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;56
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;7
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;4
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;8
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;25
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;5
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;12
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;20
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;55
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;50
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;14
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;80
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;5
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;127
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;168
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;116
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;6
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;41
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;296
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;37
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;24
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;23
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;MUJER;1
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;785
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;52
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;45
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;560
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;197
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;72
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;34
EDAD MAYOR;1;Entrevías;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;308
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;5
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;65
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;7
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;10
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;4
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;5
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;6
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;4
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;20
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;7
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;3
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;12
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;40
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;135
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;40
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;115
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;5
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;8
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;18
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;250
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;471
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;61
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;398
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;30
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;8
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;20
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;20
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;107
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;6
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;MUJER;2
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;MUJER;16
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;866
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;65
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;728
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;80
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;308
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;101
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;504
EDAD MAYOR;1;Palomeras;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;108
EDAD MAYOR;1;Vallecas;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;4
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;12
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;5
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;7
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;72
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;7
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;HOMBRE;6
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;6
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;6
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;17
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;7
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;12
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;11
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;17
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;234
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;79
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;24
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;6
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;93
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;33
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;19
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;621
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;343
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;79
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;9
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;14
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;3
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;412
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;118
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;1
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;7
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;19
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;HOMBRE;10
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO DE ESPACIOS DEPORTIVOS;MUJER;2
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;114
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;794
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;64
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;HOMBRE;1135
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;43
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;167
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;85
EDAD MAYOR;1;Wilfred Agbonavbare;PUENTE DE VALLECAS                                ;USO LIBRE;MUJER;507
EDAD MAYOR;1;Adelfas;RETIRO                                            ;USO DE ESPACIOS DEPORTIVOS;MUJER;1
EDAD MAYOR;1;Cubo Gym Retiro;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
EDAD MAYOR;1;Cubo Gym Retiro;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;15
EDAD MAYOR;1;Cubo Gym Retiro;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
EDAD MAYOR;1;Cubo Gym Retiro;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;16
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;4
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;12
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;171
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;10
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;2
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;12
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;13
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;HOMBRE;50
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;4
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;3
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;17
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;122
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;12
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;2
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;18
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;28
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ABONO DEPORTE MADRID;MUJER;28
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;3
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;8
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;1
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;136
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;14
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;10
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;4
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;88
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;202
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;HOMBRE;33
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;13
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;4
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;771
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;134
EDAD MAYOR;1;Daoíz y Velarde;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MUJER;2
